row_id,feature_a,feature_b,feature_c,is_premium,had_complaint,outcome
68,-0.6014464323133303,0.21617884841692886,0.16593121466537764,1,1,0
69,1.3802308317164864,-0.45350422470363916,0.7104038604482722,0,1,0
70,1.4001830162137672,0.3798805539992233,0.15440650530433553,0,1,0
71,-1.2335949119159715,-0.5171331948132446,0.7380169417128679,0,0,1
72,0.17319849024520567,-0.7003308429305042,0.023831974939414136,0,0,0
73,0.1562532794811116,-0.9552958451830519,0.967628052899678,1,1,0
74,-1.1496320614414466,1.0570256930123387,0.10229480203511154,0,0,0
75,0.8079455610201294,-0.6023917857202492,0.02542661389700618,1,0,1
76,-0.4591403572545071,-1.5097783498670485,0.8211104213660496,0,0,0
77,-0.04459387698845414,0.21291389404871489,0.46135989437216507,1,1,0
78,0.0884360417790583,0.4835960901670902,0.552511363737669,0,1,0
79,0.2480697666116009,0.7129148395433099,0.20103356135877193,0,0,0
80,1.0205508277214457,1.4432300451663858,0.3269762027104871,1,1,0
81,-1.8316581533595144,0.08043265645345599,0.7257358965999597,0,1,0
82,0.38217260538258213,-1.3267880046449507,0.7753046673801108,1,0,1
83,-1.0652249349084357,-1.9177843737920488,0.945578995675163,0,0,0
84,-1.2183009735967387,-1.990278162781592,0.9363598375536851,0,0,0
85,-0.8905530690632636,-0.4497781085146547,0.28103913193600283,0,1,0
86,-0.5303796095121521,0.8699337058137278,0.6331917217515444,1,0,0
87,1.0002995105214896,-0.39933188307275025,0.23870562873096512,0,1,0
88,-1.357442255344232,-1.1077570433406383,0.10717167925314852,0,0,0
89,-0.24558088933007544,-0.7408425843432451,0.04335268771294387,1,1,0
90,-0.3867380380435498,1.6796566805980697,0.06657792421507625,0,1,0
91,0.677574375449155,0.4660156630233243,0.8512391836503026,1,1,0
92,1.5619859607738422,-0.11828945287543134,0.16844984543461572,0,0,1
93,-0.013808893229859065,-1.2447466130492733,0.0825481626789607,0,1,0
94,-1.4009730704889078,0.8715487778971394,0.14495169347383507,1,0,0
95,-0.385596542199445,0.34924671284062675,0.8912629707492522,0,0,1
96,-0.9953165576800629,0.5049750902089535,0.9821009545501631,0,0,0
97,-0.39076616426145844,0.683193855081324,0.9498830301734752,0,1,0
98,1.0558312603169038,-0.18003201402400887,0.5796675783170623,1,1,0
99,0.8169758303587621,1.487592924237687,0.010531149166258524,0,1,0
100,1.4568314639750126,1.2798741806639518,0.2751675469183614,1,0,0
101,-0.15244714489515865,0.05902313906348384,0.07649343140088549,1,0,0
102,-0.6429040770689405,2.686775568518263,0.1552825366703352,1,1,1
103,-0.9542913394860135,-0.8474232050744847,0.8744815808183722,0,1,1
104,-0.004143800171653714,0.9330059101926683,0.2518603227605519,1,1,0
105,-0.18396193386442078,1.7203178711528615,0.7141745478941672,0,1,0
106,1.3267190173967283,0.05319597501117056,0.2745771387856013,1,1,0
107,-0.7751734302133492,1.7392085073139572,0.8181134251771687,0,1,0
108,-0.574002465233156,0.466076326098653,0.006373542759220863,1,0,0
109,1.1265381953508755,2.047877783692944,0.3404564691057881,0,0,0
110,0.17269668696954382,-0.4260986659866597,0.6862257360277919,0,0,0
111,1.7047819818457917,-0.7511755194875847,0.47048080834269024,0,0,0
112,1.1267346381678405,2.049662404904825,0.965132633656849,0,0,0
113,-0.6717851937396655,-1.359127832690843,0.35041591965425045,0,1,0
114,-0.6019479869016807,-0.4076520720149973,0.4351574297191275,0,0,0
115,2.585642116929468,0.3360503348553165,0.5903055957934984,0,1,0
116,1.9508420040818766,1.152132782615936,0.4108128228733575,1,1,0
117,-0.6119590108803264,-0.7074264336394233,0.06249369614745803,0,0,0
118,-1.4059043995603557,1.761425497858043,0.525660139371069,0,1,0
119,0.8894382306697246,-0.2285045147394311,0.1560632049439179,1,1,0
120,2.0299044729317766,0.9335318389279607,0.5624331910665774,1,0,0
121,-0.39191957319910364,1.8226264096634737,0.45511131816724815,1,0,0
122,-0.5898286966859482,-0.9249997187679266,0.9001818077116998,1,0,0
123,1.0521333420956442,-1.270485803309746,0.5608098047664622,0,0,1
124,-0.23103157495455015,-0.25097243664028634,0.7809318105244569,1,0,0
125,-1.718651735601198,0.07762056644699063,0.8573461921114198,1,0,0
126,0.6532419583954195,-0.8528294621446413,0.8354236521797945,1,1,0
127,-2.459934047238177,-0.3619289040963327,0.07755699666948734,0,1,0
128,-1.3171390468990667,-2.0441880063957294,0.8001453231077207,0,0,0
129,1.5372149942951987,-0.5848850379055589,0.28859183580880066,1,0,0
130,1.1241918847615646,0.08355141908396513,0.9158728392594296,0,1,1
131,0.9608640933144763,-1.1604041992587906,0.21254942405171195,0,0,1
132,-1.2285740175227566,-0.9885304920281582,0.8059034767497543,1,1,0
133,0.09424279351004727,-0.6453333048754479,0.025582299821975907,0,0,0
134,0.12608917640054865,1.6656369055416917,0.8528246322494875,1,1,0
135,-1.2105247914002444,-0.3174512664288614,0.6930914442486867,0,1,0
136,-3.3486835534376103,1.5604373935096691,0.5776311879412946,0,1,0
137,0.905540565654842,0.3363047937806416,0.05613754489654277,1,1,0
138,-0.8136666584306567,0.5114748778919641,0.047311848265535916,1,0,0
139,-1.5239484937574637,1.7697537024418435,0.6238909871714824,1,1,0
140,1.9485430218920026,1.815723985334227,0.08749725479013282,1,1,0
141,0.4341470508213797,0.5167706639427632,0.5122649061184106,0,1,1
142,0.7717592238659492,0.39774425546102105,0.512355325216231,1,0,0
143,0.7727738930413303,1.281133000665805,0.08713108833561434,0,1,0
144,-2.064129167671463,-0.10646248654453183,0.3854788055393852,0,1,0
145,-0.1239721708659683,0.2873019264150569,0.2637810791559787,0,1,0
146,-1.2764099238830675,1.5420047384560926,0.7912349428476085,0,0,0
147,-0.9600763513886452,-1.9804041328109898,0.13290442446525708,1,0,0
148,1.187105875873433,-0.6166954964665011,0.334592517333682,0,1,0
149,0.3536138166257861,1.0957613009352296,0.4346135844112031,0,0,1
150,0.40284250244597003,-0.1328042873995823,0.2907207885416332,0,0,0
151,0.5889156247427567,-0.6613779543453643,0.7308419599606029,0,0,0
152,0.1818038036857446,-0.9987228889986568,0.7637720775275864,0,0,0
153,0.38026389347528455,-1.0908228139311433,0.07025967281535961,0,1,0
154,1.3659098248274364,-0.012027501410653198,0.6066366594757,0,0,0
155,0.7352891194167073,-2.0541575501704066,0.24794854284297962,0,1,1
156,0.0658488845451929,-0.3921964825027607,0.6297199924673146,0,0,0
157,0.404116128961428,-0.41522117076098963,0.1184919731912113,1,0,0
158,-0.2653067134122841,0.27258496692648704,0.7062110429474194,1,1,0
159,1.729183179875637,1.1890798704638676,0.8973669560124492,0,0,0
160,0.4307671652446845,-0.5361846651200304,0.5406066179104672,0,0,0
161,-0.7116299848424553,1.037778914001448,0.32996779766639506,0,1,0
162,-0.16594781543000697,1.1879106622511744,0.5982920066765265,0,0,0
163,1.5562374049884715,-1.2187360762026231,0.15667715591018883,0,1,0
164,0.09509979157438679,-0.7017363185842553,0.49723219930096674,1,1,0
165,-0.6972014570469129,0.41937919600694695,0.587261341755745,1,1,0
166,1.5046759527702134,0.4454508255093821,0.6457854250941146,1,0,0
167,0.42399763588884876,-0.5972725326665034,0.5515148444228977,0,0,0
168,1.1722996134496306,0.3899191962418501,0.6829877365641669,1,0,0
169,-0.19423878363628624,-0.011617016052585761,0.9569290981520707,0,1,0
170,-1.569041564511442,-0.9095500056280932,0.5828772527580256,0,1,0
171,2.002667475647667,-0.7636595237255396,0.27474126589577486,1,0,0
172,-0.63526133236326,-0.39701273643225654,0.7804892548213649,0,0,0
173,0.8599519504944362,0.4993650386687536,0.8497000189499053,0,1,1
174,0.008384922577967975,0.16979950221492637,0.35510054851933215,1,0,1
175,-0.4670928312341116,-0.11944812283399996,0.651156483009798,1,0,0
176,-0.18820295717230562,-0.18318490467111748,0.6206938117591227,0,0,1
177,-1.03627978233797,0.005600964718530697,0.720461976746418,0,1,1
178,-0.6703343782421387,-1.2677028073176444,0.4357073050551913,1,1,1
179,-0.3942792896631731,0.08216935381796847,0.2892032246051345,1,1,0
180,-0.42382802743015086,-2.0699796886628117,0.9731484116472964,0,1,0
181,0.9646308893245854,0.3466186296190362,0.1490826678418804,0,0,0
182,0.1836691098976792,0.2802932818242461,0.5157547728772552,0,0,0
183,0.37981604642206274,0.5182371891265113,0.5951154106717785,1,1,0
184,0.3963965711091477,1.1456648055973333,0.530145177665791,1,0,0
185,1.6879509899740572,0.8781687072956673,0.8934701104575977,0,1,0
186,-0.2524082820580988,-0.7264349797754766,0.03499221587481427,0,0,0
187,0.3003485098306049,0.9303098243632368,0.572416904767145,1,1,0
188,-0.4649133702612775,0.06574073281544854,0.6517472986798866,0,0,0
189,-0.7690622279549668,-0.36131579113721535,0.2227257179401786,0,0,0
190,1.3397939768578375,1.939556869791045,0.7327130762361401,0,1,0
191,0.18476386711536116,-0.4437822620475262,0.41203759258260275,1,0,0
192,0.6700462428275725,0.5318109812994153,0.1789487889354171,0,1,1
193,2.350055249599332,0.9767816408742999,0.9399808036715185,0,1,0
194,-0.935987834634717,-0.2236411027526887,0.9423713802189326,0,0,0
195,1.4136975033495396,0.31849406469738833,0.3609063122883873,1,0,0
196,-1.069222899828813,-0.5267677760508387,0.11834981809655332,1,0,0
197,1.6998809344736756,-0.6761370797091246,0.8767804116048402,0,1,0
198,0.28666819737894594,0.5356521433467336,0.3981193484597034,0,1,0
199,-0.9543428065266957,0.2888924454339993,0.6094430277875104,0,1,0
200,-0.721086745636179,-0.7109477194045036,0.05894711408186526,1,1,0
201,-0.30806386306458716,-1.9800494441650336,0.2477292580546715,1,1,0
202,1.267191829675584,-0.48199729093409655,0.4420733571568263,0,0,0
203,1.1609053925130093,-0.9239496041958912,0.5553176244851248,0,0,0
204,0.20237193103445822,-0.04307207414480169,0.1858017423491607,1,0,0
205,-0.08995658603428607,-0.28940585299836635,0.2111324818054331,1,1,0
206,0.2355930581730687,-0.4391830793679902,0.14609538541943068,0,0,0
207,1.2417905285838855,-0.6304984316290382,0.1393583650241228,0,0,1
208,-0.5280106807585311,1.4505739140675753,0.5566573728658532,1,1,0
209,-0.7301530281164053,-0.26098668119163815,0.8065360884214584,0,0,0
210,-1.4749354957956688,0.3175235168919992,0.829048322443335,1,0,0
211,1.483580117528504,0.046832138213255894,0.7611281266372028,0,1,1
212,-0.6772900326403767,1.1317243531890222,0.7789284879416112,0,0,1
213,0.9190592099009092,1.396192519181977,0.3064092242283659,0,0,0
214,-0.6406019461722126,-0.97975721942851,0.09530971112421216,1,0,0
215,1.165140491749535,-1.5628277942473239,0.9221880269612746,1,0,0
216,0.8523929474059345,0.8350073615077039,0.38129496896348447,1,0,0
217,-0.904613861246574,0.5660756139870331,0.22895604632774946,0,1,0
218,1.588106356284367,-0.21565554848457785,0.7968647771389471,1,0,0
219,0.5151038664319502,-0.08559638578454593,0.1285606235597173,1,0,0
220,0.6594788229499942,-0.33778251589540403,0.871727611104278,0,1,0
221,-0.776159438789003,-0.4804502492394031,0.5023483246931059,1,0,0
222,-1.11199757906371,1.0965111328254744,0.35654168123482377,0,0,0
223,-0.833864215511984,1.4271400091831163,0.7972273142117333,1,0,1
224,1.2400261937033208,0.42085868034507323,0.37165527473495164,0,0,0
225,0.008428945073021584,0.9776910469493006,0.8515804718417419,0,1,0
226,1.286647312825484,-1.8117671480135262,0.625934641651133,0,1,1
227,0.4975894872460371,0.37785324348626315,0.611530194700119,0,0,0
228,-0.17849829902096492,0.45772015919823617,0.28376649244085206,0,0,0
229,-0.3335338254539121,-0.7533047645652882,0.5307855858697483,0,1,0
230,0.38401797174798935,1.9908639708014175,0.5622289414626147,1,1,0
231,-0.8157718975151248,0.0068273039152542455,0.9772156908933922,1,0,0
232,0.21254283833426185,-0.43147543328407817,0.8864405327669374,0,1,1
233,-0.7690647876377855,0.23584528919590256,0.9370396466488793,0,0,0
234,-0.7701898896233246,-0.927205113281055,0.3461685233201395,1,0,1
235,-1.6159025674623566,0.1566676246965039,0.33288218013054793,1,1,1
236,-1.7029710598663765,0.9574622308968608,0.04096973098945922,1,1,0
237,-0.18769659311234688,-0.7051499978655937,0.9958976531662052,1,1,1
238,1.1868975054592148,0.012708257173857011,0.2693236923605261,0,1,0
239,-0.11095671504063535,0.5006036774049185,0.19747706963160372,0,1,0
240,1.5282385849156155,-0.6651873909436744,0.6234663452633539,1,1,0
241,0.4822814818763718,0.23158774824967915,0.9829948289384202,0,1,1
242,-1.320290558784897,0.5735689684973051,0.8839958059194585,1,0,0
243,1.8948234137960538,-0.1755541482968011,0.2509942247158301,0,0,0
244,-0.7356359471048599,0.6613481213141746,0.5646909470820548,1,0,0
245,0.04923307742815156,-0.07225261830511182,0.9773758473967953,0,0,0
246,0.1016279925454432,1.8909910663356986,0.09476364210794175,1,0,0
247,-0.9719758957590808,0.5019251568085555,0.9811024038255338,1,0,0
248,1.6874908565391382,-0.4280972379787272,0.288397627267449,0,0,0
249,-0.4677259562995828,-1.1838853190569025,0.1677555505325441,0,1,0
250,-0.8727875571454218,-1.3417408604956906,0.379285030500494,0,0,0
251,0.2512162135203635,0.1791544211406792,0.08539686320943407,0,1,0
252,0.0472734789468169,0.12182516289633215,0.09545209518477804,0,0,0
253,-1.4520628412294654,-0.44217631908459853,0.6094763311232534,0,0,0
254,1.3928056631036376,1.9458605047346063,0.6829981694741147,0,1,0
255,-0.6064642813414042,-0.6126813089825325,0.12310845393922065,0,1,0
256,-0.0064777078566371354,-1.1775791015884036,0.06700897854404242,0,0,1
257,-0.9826455488447641,-0.15218845065162975,0.8699400272315116,1,1,1
258,-0.1798895794611382,-1.06531287216169,0.192355731445092,1,0,0
259,0.653719701866065,2.4776016789084205,0.9600571554576242,0,1,1
260,1.0875539351893433,1.6120749275081547,0.9544214401667918,1,0,0
261,-1.0752371030394072,0.20044524957569587,0.8608783174588406,1,0,0
262,1.1140262511604206,0.8256212322536033,0.7442579235740323,1,0,0
263,0.7953024477013142,-0.20652346447248676,0.8314213567971653,0,0,1
264,-0.23914227190801948,-0.1957605830259017,0.2990865998418576,0,1,1
265,-0.7350629335648947,0.7943062597802418,0.42582993487784393,0,1,0
266,-0.6927764472827165,1.157290638112661,0.24671102343245355,0,0,0
267,0.0930463745218879,-0.47468416310830386,0.1531218633705228,0,1,0
268,-1.2962298048184466,-2.0896548834816997,0.4352455617005859,0,0,0
269,1.2256997209239575,-0.06063569203939603,0.6065651841379138,0,0,0
270,-0.2798603311845366,0.5657974626547367,0.37993422548871625,0,1,0
271,-0.39790627437497317,-0.20348323876948812,0.459466870921303,1,1,0
272,0.005161895474650925,0.10035090207071995,0.07971284400621725,0,1,0
273,-0.16973380352374962,0.27320033226350116,0.9768278671158528,0,0,0
274,0.04571096541690042,0.37236491024726637,0.01865711488041233,0,1,0
275,1.013051862079819,0.18899308319786454,0.03643088434399899,1,1,1
276,0.44140323003803317,2.5076076240349687,0.28970016650004105,1,1,1
277,0.4118192651132947,-0.8066434493021143,0.8945379507594262,1,0,0
278,1.0452873815272383,-1.2260794665940309,0.3835854970879593,0,0,0
279,1.211233134044556,1.005977631235261,0.013668326498154082,0,0,1
280,-0.6133454398699049,-0.6847039853323726,0.15973875713990004,0,0,0
281,2.542762559323888,-1.0505579267902083,0.6607812070686415,0,1,0
282,-0.5565965984035354,-1.3866745969518375,0.6922066195739061,0,1,0
283,0.9201351689293861,0.031202051811611578,0.913546836976225,1,0,0
284,1.0672439441382169,-2.0713577341855243,0.9378935609831732,1,1,0
285,1.2276722531170552,-0.7408294445572295,0.7993531544562696,1,0,0
286,1.1308059493953901,0.6217644781025129,0.8398525435502977,1,1,0
287,1.6070598483608105,-0.8506014738824959,0.36654721436385607,1,1,0
288,1.9856607645761775,0.5222811604329939,0.6806165806498226,1,1,0
289,0.6101281096699263,0.3489246945307514,0.723704354009675,1,1,0
290,0.4754492669606344,-0.6142537655626861,0.7982202554911042,0,0,0
291,1.2904983078535288,-0.16914949190989298,0.6281637393649623,1,0,0
292,1.0232322045812245,1.3579682323457365,0.23735895084017733,1,1,0
293,0.16629959008033077,-1.0067398142521058,0.8276273848530319,0,0,0
294,0.02230888577098606,1.1994534851409622,0.4396200646508537,0,0,0
295,-1.1546962242751015,0.3615920684345232,0.23474732027896128,1,0,0
296,0.39867726515556184,1.678868559557238,0.6905586771676099,1,0,0
297,0.6511426252847038,0.5263049819932719,0.992975862420882,0,1,0
298,0.33400285954999465,-0.03482280614336013,0.7523247229413207,0,0,0
299,-1.6909272968795903,-1.2660698158198682,0.3366653623577416,0,1,0
300,-0.7782655634386094,-1.027845947557206,0.5843349152325737,0,0,0
301,1.062195288803632,0.03374135522753188,0.5613230927752165,1,1,0
302,0.6163067840765561,-1.3439128514860812,0.950995793416838,1,0,1
303,1.7437029402565465,0.7521495779742705,0.8345356740182398,1,0,0
304,-0.8006558365035435,0.25640531420728063,0.9769036460469155,1,0,0
305,0.9236194592398527,0.12468736249075787,0.9953762102726598,1,0,0
306,0.15372839893611592,-1.3642809881993025,0.32611022243775856,0,1,0
307,0.5124677542892786,0.4373229506368547,0.025218541265316197,0,1,0
308,-0.5240983884409276,-1.6788774008244103,0.8335316370809182,0,1,0
309,-1.2195025730449829,0.10213654521105157,0.06205003036955181,0,1,0
310,-2.104041059148685,-0.39157012962986154,0.08278689474515044,0,0,0
311,0.3797040556574933,1.5866984022581083,0.45680920923048884,0,0,0
312,-0.4800024784377639,0.4227183450616725,0.8511953162652298,1,1,1
313,0.38182916526970667,0.8917532553832526,0.020799662111400052,1,0,0
314,1.3008971437259427,0.7481558364736628,0.18433672020340497,1,1,1
315,1.2714732208202137,0.45267032548355823,0.3298401913588671,1,1,0
316,-0.1869478298074592,0.3073551868640758,0.5290884242596869,1,0,0
317,0.8065963160189573,-0.7715540244878861,0.1633819553604665,0,0,0
318,2.330015962530698,-2.0989073927557036,0.15932868886286622,1,1,0
319,-0.08177444914126723,-1.0543157312950608,0.17464006231294638,0,0,0
320,0.5849323292920282,0.5916750585856455,0.8029068235126343,1,1,0
321,-1.3729958785388487,0.8535320360861968,0.5291093896274867,0,0,0
322,1.0711214298704919,2.0607659723259792,0.17923396843882922,0,1,0
323,0.12221028146315108,0.7160664307709779,0.25064252531048903,0,1,1
324,0.26382508128605664,0.395905715094926,0.5449258592728404,1,1,1
325,-0.3248627178913696,1.0385808425010226,0.5898863687258827,1,0,0
326,1.7200105028151882,-2.0008393618189366,0.2430237516366086,0,1,0
327,1.0911454764193096,0.7397767084866995,0.03588530342813623,0,1,0
328,-1.3370213825294903,-0.04702510940054551,0.7336030811578461,0,0,1
329,0.08537002999761918,1.4580773505558478,0.609855407108371,1,0,0
330,-0.39358791333024135,1.216914030120572,0.048164721930782806,1,0,0
331,1.7098318907917767,1.8774945023689793,0.22033597179249054,0,1,1
332,-0.6076908821379174,-0.1482714113662903,0.0655240196130964,0,1,0
333,-0.8001820040637334,-1.3854469729351093,0.7709034437756906,1,1,0
334,3.0293131752466937,-1.0125991502170335,0.6414290264122209,1,0,0
335,0.848932950183815,1.1456870010782931,0.6685539041752847,0,1,0
336,0.7671145979733306,0.9022912809904103,0.9113798450002722,0,1,0
337,1.9638823129301954,-0.016896249232752583,0.025765633795696852,0,0,0
338,0.5991279501140919,-0.11674006841801854,0.27939666424942944,1,1,0
339,0.697303913730501,-0.03235171497339229,0.10300577862162363,0,1,0
340,-0.7235113176180179,-0.0881822138361064,0.6660901371880672,1,0,0
341,-1.4246110226993223,-0.47602177022893905,0.9307854416814443,0,0,0
342,0.7691812040614433,0.3446632112927731,0.10939876842985063,0,1,0
343,0.2051652158230622,0.16637613965628928,0.8910703657791099,0,0,0
344,-0.029998217043134122,1.0016854456357238,0.4842773256508556,1,1,0
345,1.6552823033582045,1.211319572989664,0.6917133222883132,1,1,0
346,-1.2198842907038745,1.8694352550237547,0.8225672561407764,1,1,0
347,-0.6800076494474881,-1.0621672042267263,0.70826014071071,0,1,0
348,0.3362814367039135,-0.357598126114713,0.15178063459378688,0,1,0
349,-0.6624635514549436,-0.8389699266525124,0.2203475307275271,0,1,0
350,-0.7676366989193163,-0.18987409423553683,0.6212928317901397,1,1,0
351,-1.1364485063576737,0.4594826484034671,0.34981937430496,0,0,1
352,1.496217474479921,-2.2907405681285313,0.2352435893344491,0,0,0
353,-1.6536630824004357,1.1678823755069716,0.9106916692574024,0,1,0
354,-2.3987215557781614,-0.4624685455354925,0.17158598107526357,0,0,0
355,-3.295260473711116,2.0852189648026886,0.033387506714299686,0,0,0
356,1.4623136892953086,-0.1125632706695117,0.20884358051253915,0,1,1
357,0.9162893217703034,1.525935556820515,0.8095973904518815,1,1,0
358,0.42418308455666315,0.13180487861259627,0.5606730693604632,0,1,0
359,-0.006474781664493556,0.5082669345668589,0.9221401953282599,0,0,1
360,0.4024481311521318,0.6782466091641,0.6154308452819561,0,1,0
361,-0.4698616090028888,-0.23242644056773448,0.7716088586560998,1,1,0
362,0.47638103443050067,-0.9698926050413769,0.46464848496718336,1,0,0
363,-1.3061410493639403,-0.27428414912543836,0.3664056764021738,0,1,1
364,1.1826310116446648,1.491899940160555,0.9005949975695311,0,1,0
365,0.2979191852776724,1.509307975281076,0.41460643014953513,0,0,0
366,-0.25524676549517716,1.3609398110337365,0.5821096743330928,1,1,0
367,0.09314041348825138,-0.6647912549907381,0.8117916118614619,0,1,0
368,-0.32664537771052843,0.17220913398729334,0.6532649515519127,0,0,0
369,-0.8875711489109129,-1.0353568097947579,0.49046393087366014,0,0,0
370,-2.121372100360612,-1.2146715368159238,0.3157032594021514,1,1,0
371,-1.3679187833888844,0.6138147552759521,0.24777985277527548,0,0,0
372,0.2717732819426443,-1.888531443888705,0.17597047426495682,0,1,0
373,1.0734848480091732,1.0579711381154004,0.46903069931907937,1,0,1
374,1.5111219782649192,-1.2862565602618101,0.6218975434050598,1,1,0
375,0.47942876930915024,0.37473014027886153,0.5189586312141881,1,0,0
376,-0.9418054789922347,1.7813405559758944,0.6361948335344985,1,1,0
377,-1.8704869783696179,0.42128145488097346,0.7808913523347687,0,1,0
378,2.016973669538667,1.6705988071197284,0.6130069490103631,1,1,0
379,-0.13539414418146123,-0.3136691873091123,0.007288736844860422,0,1,0
380,0.012083799504099615,1.1879406493480615,0.5813527504529501,1,1,0
381,-0.030203281377121072,-0.04219243579569243,0.45767063922587004,0,0,0
382,0.6288478004178062,-0.8236071535338034,0.8719329405042102,0,1,0
383,0.269427607143086,-0.3268271639583596,0.9811657815524822,0,1,0
384,-0.008872382981086733,1.8962710919456143,0.048565350476462266,0,0,0
385,0.15396226666306276,-0.4422670187029319,0.11624384922099751,0,0,0
386,-0.3118196779468289,0.6924609703334692,0.4109713240062929,1,0,0
387,-0.06340373604329112,0.16377030448659138,0.40380266137315635,0,0,0
388,-0.6118951227625475,-0.580392773976864,0.6018376264822934,1,0,0
389,-1.3695504125592695,0.654488615915296,0.279825052773371,1,1,0
